Sample	summarized	lineages	abundances	resid	coverage	Date	test_clusters
SRR19071535.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.5207489999966636), ('Other', 0.4756219999712499), ('Omicron', 0.003629000000083837)]	BA.2 miscBA1BA2Post5386 miscBA1BA2Pre4321 BA.2.3.12 B.1.1.367 B.1.1 B.1.1.161 B.1.1.41 B.1.195 B.57 B.47 XQ BA.2.2 B.1.1.178 B.1.1.71	0.40328100 0.19166200 0.15896000 0.11387900 0.04295600 0.04295600 0.00777200 0.00738600 0.00672100 0.00639000 0.00455900 0.00362900 0.00358900 0.00348300 0.00277700	13.9073143990484	92.561872909699	2020-05-13	ClusterC
SRR19071536.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8521279999882574), ('Other', 0.14787199983249114)]	BA.2 BA.2.12.1 miscBA1BA2Post17k B.1.1.367 B.1.1 B.1.1.480 B.1.1.161 B.1.14 B B.1.1.197 B.1.23 B.1.164	0.73938800 0.11274000 0.07960300 0.01536650 0.01536650 0.01010100 0.00920700 0.00579500 0.00579500 0.00242400 0.00227900 0.00193500	13.0692193494747	92.561872909699	2020-05-14	ClusterB
SRR19071537.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.7401039998272113), ('Other', 0.2598959996911631)]	BA.2 miscBA1BA2Pre4321 miscBA1BA2Post13k B.29 B.1.1.161 B.1.1.310 B.1.1.367 B.1.1 B.42 B.47 B.1.195 B.1.1.141 B.1.1.71 B.1.1.448 B.1.1.197	0.74010400 0.13107200 0.09122200 0.00704100 0.00615600 0.00456000 0.00302000 0.00302000 0.00229800 0.00211800 0.00206700 0.00200800 0.00200100 0.00187900 0.00143400	12.7355109369611	92.561872909699	2020-05-15	ClusterB
SRR19071538.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.6752239999903855), ('Other', 0.3247759999578046)]	BA.2 B.1.1.367 B.1.1 B.1.164 B.1.14 B B.1.1.161 B.1.439 B.1.1.33 B.1.1.208 B.1.1.71 B.1.1.141	0.67522400 0.14023300 0.14023300 0.00908800 0.00813000 0.00813000 0.00570800 0.00402100 0.00399400 0.00219700 0.00199300 0.00104900	14.1666936889714	92.561872909699	2020-05-16	ClusterB
SRR19071539.fastq	[('Other', 0.9999999999730036)]	B.1.1.367 B.1.1 B.1.1.237 B.47 B.1.14 B B.1.1.119 B.1.1.208 B.1.1.161	0.48888550 0.48888550 0.00561100 0.00497200 0.00305950 0.00305950 0.00230800 0.00193200 0.00128700	6.8239027415972	92.561872909699	2020-05-17	ClusterB
SRR19071540.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.5098909999884828), ('Other', 0.3160519999781052), ('Omicron', 0.17391300000240387)]	BA.2 B.1.1.197 XAC miscBA1BA2Pre10k B.1.1.322 miscBA1BA2Post5386 B.1.14 B miscBA2BA1PostSpike B.1.1.161 B.1.1.71 B.1.199 B.1.1.208	0.50989100 0.19826800 0.17391300 0.03267300 0.03038900 0.01629000 0.00942450 0.00942450 0.00608700 0.00398400 0.00360800 0.00316500 0.00273900	12.9044021338981	92.561872909699	2020-05-18	ClusterB
SRR19071541.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.46331500001048875), ('Other', 0.2850829999583733), ('Omicron', 0.2516019999999904)]	BA.2 BA.1 B.1.1 B.1.1.367 BA.3 miscBA1BA2Post13k XAC B.1.1.41 B.1.1.161 B.1.1.119 XAD B.1.14 B B.1.1.180 B.42 B.1.1.71 B.1.1.33 B.47 B.1.439 B.1.1.208 B.1.1.141	0.46331500 0.13179300 0.10108350 0.10108350 0.07834400 0.03991500 0.03770700 0.00713800 0.00622100 0.00418000 0.00375800 0.00335550 0.00335550 0.00304500 0.00301800 0.00277100 0.00237300 0.00196700 0.00190600 0.00186100 0.00181000	14.0945540777489	92.561872909699	2020-05-19	ClusterC
SRR19071542.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9016649999331201), ('Other', 0.09833499991864066)]	BA.2 B.1.1.34 miscBA1BA2Post5386 B.1.1.322 B.1.1.33 B.1.1.71 B.1.14 B B.1.1.161 B.47 B.1.195	0.90166500 0.02752300 0.02541800 0.01803300 0.00582200 0.00474600 0.00427350 0.00427350 0.00351900 0.00287000 0.00185700	11.0900108370999	92.561872909699	2020-05-20	ClusterB
SRR19071543.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.7902329999507927), ('Other', 0.2097669999428459)]	BA.2 miscBA1BA2Pre4321 B.1.1.322 B.1.1.161 B.1 B.47 B.1.14 B B.1.439 B.1.1.71 B.1.195 B.1.639	0.79023300 0.10290800 0.04230000 0.02504100 0.00844800 0.00667600 0.00569550 0.00569550 0.00541500 0.00336100 0.00235500 0.00187200	10.8656648854045	92.561872909699	2020-05-21	ClusterA
SRR19071544.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8442389999738663), ('Other', 0.11039099999043113), ('Omicron', 0.04537000000089463)]	BA.2 B.1.1.398 B.1.1.529 miscBA1BA2Post17k B.1.195 B.1.1.161 B.1.14 B B.1.1.71 B.47 B.1.1.322	0.84423900 0.06919200 0.04537000 0.00978600 0.00909100 0.00777500 0.00327950 0.00327950 0.00289400 0.00274400 0.00235000	10.9399529174737	92.561872909699	2020-05-22	ClusterB
SRR19071545.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.7950799999732185), ('Other', 0.20491999988516035)]	BA.2 miscBA1BA2Post17k B.1.1.367 B.1.1 B.1.1.161 miscBA1BA2Post13k B.1.14 B B.1.439 B.1 B.1.164 B.1.1.208	0.79508000 0.07226300 0.04956600 0.04956600 0.00958200 0.00492000 0.00414450 0.00414450 0.00370900 0.00247900 0.00227800 0.00226800	13.8017438069384	92.561872909699	2020-05-23	ClusterC
SRR19071546.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.6449919999671578), ('Other', 0.2988779999168347), ('Omicron', 0.05613000000516436)]	BA.2 miscBA1BA2Pre4321 B.1.1.322 XAC miscBA1BA2Post5386 miscBA1BA2Post17k BA.1.9 B.1.1.119 B.1.1.161 B.1.1.41 B.1.14 B B.1.1.529 BA.2.1 B.1.1.197 B.1.1.71 B.1.103 BA.1.14 B.1.420 B.1.1.141 B.1.182	0.64122700 0.13441500 0.08562800 0.03739800 0.01652800 0.01290600 0.01288200 0.01118600 0.00785400 0.00616400 0.00542050 0.00542050 0.00379700 0.00376500 0.00347600 0.00271500 0.00250800 0.00205300 0.00176600 0.00146500 0.00142600	13.3887946393136	92.561872909699	2020-05-24	ClusterA
SRR19071547.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.7680810000052664), ('Other', 0.20334199970034073), ('Omicron', 0.028072999996491776)]	BA.2 miscBA1BA2Post13k B.1.1.45 XAC B.5 B.1.1.310 B.1.1.41 B.1.1.205 B.1.1.37 B.1.1.367 B.1.1 B.1.1.70 XAD B.1.1.14 B.1.1.161 B.1.1.33 B.1.1.141 B.1.1.71	0.76808100 0.11138600 0.02579300 0.02420500 0.01096800 0.00965400 0.00692400 0.00631000 0.00595200 0.00569650 0.00569650 0.00418300 0.00386800 0.00266500 0.00248000 0.00241500 0.00172500 0.00149400	12.8670928943363	92.561872909699	2020-05-25	ClusterA
SRR19071548.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8573649999853713), ('Other', 0.14263499992521697)]	BA.2 BA.2.12.1 miscBA1BA2Post13k B.1.1.367 B.1.1 B.29 B.1.1.161 B.1.1.197 B.1.1.237 B.1.420 B.1.1.71 B.1.1.363 B.1.1.33 B.1.195	0.65637800 0.20098700 0.07018100 0.01855300 0.01855300 0.01233800 0.00526300 0.00469800 0.00255300 0.00253700 0.00232500 0.00229800 0.00181800 0.00151800	13.0930340102306	92.561872909699	2020-05-26	ClusterC
SRR19071549.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8978079999793612), ('Other', 0.07581299981934433), ('Omicron', 0.02637899998405398)]	BA.2 BA.2.12.1 XU B.1.1.367 B.1.1 B.1.1.161 XAJ B.1.14 B B.1.195 B.47 B.1.420 B.1.1.71 B.1.1.141 B.1.182 miscBA1BA2Post13k	0.79262900 0.10517900 0.02637900 0.01860650 0.01860650 0.01319600 0.00339300 0.00329900 0.00329900 0.00287200 0.00267800 0.00247500 0.00247300 0.00218700 0.00141800 0.00131000	12.4051972241393	92.561872909699	2020-05-27	ClusterA
SRR19071550.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9729309999490579), ('Other', 0.02347199997064636), ('Omicron', 0.002929999995798359)]	BA.2 BA.2.12.1 B.29 BG.5 B.1.1.161 XQ B.23 B.1.1.14 B.47 B.1.420 B.10	0.83319900 0.13973200 0.00609900 0.00412000 0.00372700 0.00293000 0.00254000 0.00225200 0.00178100 0.00148600 0.00146700	11.5199296300232	92.561872909699	2020-05-28	ClusterA
SRR19071551.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9141359999901103), ('Omicron', 0.0515310000022319), ('Other', 0.034332999986980785)]	BA.2.23 BA.2.44 BA.2.3.2 XAC BA.2.1 B.1.1.161 B.1.14 B B.1.1.71 B.1.1.141 B.1.1.438 B.1.195 B.1.106 B.1.420 miscBA1BA2Post17k B.1.1.197	0.39669500 0.39634100 0.08759100 0.05153100 0.03350900 0.00695900 0.00450100 0.00450100 0.00314500 0.00314500 0.00282800 0.00236400 0.00211600 0.00209300 0.00146900 0.00121200	11.3756933495185	92.561872909699	2020-05-29	ClusterC
SRR19071552.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9026339998458944), ('Other', 0.0795409993753683), ('Omicron', 0.01782499994306914)]	BA.2 BA.2.1 BA.2.12.1 B.1.1.367 B.1.1 XU B.1.1.161 B.1.195 B.1.14 B B.1.420 B.1.1.71 B.1.1.141	0.79189100 0.06049800 0.05024500 0.02838550 0.02838550 0.01782500 0.00559900 0.00387900 0.00364300 0.00364300 0.00248200 0.00191300 0.00161100	13.4336364361097	92.561872909699	2020-05-30	ClusterA
SRR19071553.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.7039109999775154), ('Other', 0.2915839999906669), ('Omicron', 0.0045049999948538946)]	BA.2 miscBA1BA2Post17k B.1.1.322 B.1.1.161 B.1.395 B.1.1.529 B.1.14 B B.1.1.41 B.1.1.197 B.1.1.33	0.70391100 0.21275600 0.04818900 0.00690800 0.00653500 0.00450500 0.00442500 0.00442500 0.00323100 0.00270200 0.00241300	14.5956101165972	92.561872909699	2020-05-31	ClusterC
SRR19071554.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8818549999974348), ('Other', 0.11814499999738698)]	BA.2.12.1 BA.2 miscBA1BA2Post5386 miscBA1BA2Pre4321 B.29 B.1.1.161 B.1.1.71 B.1.1.83 miscBA1BA2Post13k B.1.8 B.47 miscBA1BA2Post17k	0.57932800 0.30252700 0.04977100 0.03167100 0.00964600 0.00792400 0.00389900 0.00387000 0.00380800 0.00349800 0.00241300 0.00164500	11.9441259061865	92.561872909699	2020-06-01	ClusterC
SRR19071555.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.7522779999937002), ('Other', 0.15480199997869293), ('Omicron', 0.09292000000091821)]	BA.2 BA.1 miscBA1BA2Post17k B.1.1.367 B.1.1 B.1.1.161 B.1.195 B.1.1.33 B.1.1.363 B.1.14 B B.1.420 B.1.1.41 B.1.182 B.47 B.10	0.75227800 0.09292000 0.04419000 0.03911000 0.03911000 0.00842300 0.00378400 0.00336600 0.00311300 0.00265500 0.00265500 0.00241800 0.00203600 0.00141600 0.00126300 0.00126300	13.2092199613263	92.561872909699	2020-06-02	ClusterC
SRR19071556.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.5197099999966174), ('Other', 0.3503309999847971), ('Omicron', 0.1299589999946127)]	BA.2 B.1.1.322 XAC B.1.1.148 XAM XQ B.1.1.161 B.11 B.1.195 B.1.164 B.1 B.1.198 B.1.439 B.1.1.71 B.47 miscBA1BA2Post13k B.1.161	0.51971000 0.12769900 0.08776100 0.07194200 0.07124000 0.04219800 0.03792100 0.01276400 0.00585300 0.00574300 0.00396700 0.00382300 0.00335800 0.00202000 0.00164200 0.00126100 0.00109800	13.1537232840394	92.561872909699	2020-06-03	ClusterB
SRR19071557.fastq	[('Other', 0.5214949999458294), ('Omicron', 0.478504999993012)]	miscBA1BA2Post17k B.1.1.529 BA.1 B.1.1.275 XM B.1.1.367 B.1.1 B.1.1.161 B.1 B.1.14 B	0.31510700 0.21315300 0.17294300 0.12186900 0.09240900 0.02598500 0.02598500 0.01238500 0.00745600 0.00635400 0.00635400	15.0800013071841	92.561872909699	2020-06-04	ClusterC
SRR19178327.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8847819999701781), ('Other', 0.11521799999509759)]	BA.2 miscBA1BA2Pre4321 BA.2.38 BA.2.12.1 B.1.1.322 B.1.1.161 B.1.14 B B.1.1.197 B.1.1.71	0.79001500 0.08471600 0.07263900 0.02212800 0.01060600 0.00804300 0.00402800 0.00402800 0.00213500 0.00166200	12.8603733195304	92.561872909699	2020-06-05	ClusterB
SRR19178328.fastq	[('Other', 0.5869599999993226), ('BA.2* [Omicron (BA.2.X)]', 0.41303999999348107)]	BA.2 miscBA1BA2Pre4321 BA.2.3.17 B.1.1.161 B.1.195 B.6	0.41304000 0.29677400 0.27076900 0.00998300 0.00508600 0.00434800	13.9774876425261	92.561872909699	2020-06-06	ClusterA
SRR19178329.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9642149999182216), ('Other', 0.034145999781220876), ('Omicron', 0.0016390000013444825)]	BA.2.23 BA.2.12.1 BA.2.3.2 BA.2.71 B.1.1.161 B.1.420 B.1.1.41 B.1.1.33 B.1.14 B B.1.1.71 B.1.1.141 XAC	0.71029600 0.10449300 0.08571400 0.06371200 0.01457200 0.00399700 0.00324100 0.00314300 0.00236050 0.00236050 0.00224500 0.00222700 0.00163900	11.8206304968974	92.561872909699	2020-06-07	ClusterA
SRR19178330.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.7944859999518973), ('Omicron', 0.1570879999845473), ('Other', 0.04753899986039872)]	BA.2 XQ BA.2.12.1 XM B.1.1.161 B.1.1.423 B.1.1.237 B.47 B.1.1.33 B.1.1.197 B.1.14 B	0.68495700 0.13765800 0.10952900 0.01943000 0.01319300 0.00816300 0.00777500 0.00482800 0.00480000 0.00445200 0.00216400 0.00216400	11.3010106303504	92.561872909699	2020-06-08	ClusterC
SRR19178331.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8846590000001764), ('Other', 0.10904899998893613), ('Omicron', 0.006291999999195442)]	BA.2.23 B.1.1.161 miscBA1BA2Post13k B.1.1.322 B.1.1.57 XAC B.47 B.1.1.33 B.5 B.1.1.71	0.88465900 0.04338800 0.03564700 0.01121600 0.00845100 0.00629200 0.00375700 0.00270500 0.00203100 0.00185400	13.2541336951925	92.561872909699	2020-06-09	ClusterC
SRR19178332.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8127499999429847), ('Other', 0.18668099996679258)]	BA.2 miscBA1BA2Pre4321 miscBA1BA2Post5386 B.1.1.161 B.1.1.180 B.42 B.1.1.71 B.1.14 B B.1.420	0.81275000 0.12019800 0.04162800 0.00932700 0.00345200 0.00304000 0.00289200 0.00207700 0.00207700 0.00199000	11.2865964910395	92.561872909699	2020-06-10	ClusterB
SRR19178333.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.5677769998725467), ('Other', 0.4173299999247038), ('Omicron', 0.014392999968021916)]	BA.2 miscBA1BA2Pre4321 BA.2.12.1 BA.2.3.17 miscBA1BA2Post5386 XL B.1.1.161 B.6 B.47 B.1.420 B.1.1.71 miscBA1BA2Post13k	0.45389500 0.31437600 0.11388200 0.04650800 0.02991800 0.01439300 0.01265000 0.00438000 0.00295900 0.00293400 0.00251700 0.00108800	13.2401765030865	92.561872909699	2020-06-11	ClusterC
SRR19178334.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8869399999160286), ('Other', 0.11050900364544307)]	BA.2 miscBA1BA2Post5386 B.1.1.161 B.51 B.1.1.71 B.1.1.367 B.1.1	0.88694000 0.08679200 0.00809900 0.00618500 0.00320800 0.00311250 0.00311250	12.5344489380296	92.561872909699	2020-06-12	ClusterA
SRR19178335.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.6770809999671541), ('Other', 0.3220139999235555)]	BA.2 miscBA1BA2Pre4321 B.1.1.161 B.1.14 B B.1.1.39 B.1.195 BA.2.73	0.67708100 0.29369200 0.01085700 0.00446300 0.00446300 0.00385500 0.00239500 0.00228900	11.868874501285	92.561872909699	2020-06-13	ClusterC
SRR19178336.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9721359999972159), ('Other', 0.027863999974834356)]	BA.2.23.1 BA.2.23 BA.2.71 BA.2.12.1 B.1.1.161 B.1.14 B B.1.1.141 B.1.1.41 B.1.1.275 B.1.1.71 B.47 B.1.195	0.40102600 0.34050600 0.16061700 0.06998700 0.00840900 0.00319500 0.00319500 0.00311300 0.00237900 0.00231900 0.00204500 0.00170300 0.00150600	12.1326861762545	92.561872909699	2020-06-14	ClusterC
SRR19178337.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.6952229999967708), ('Other', 0.30477700000116664)]	BA.2 miscBA1BA2Pre4321 BA.2.3.17 BA.2.12.1 B.1.1.398 B.1.1.161 B.6 B.1.1.71	0.65545000 0.18893100 0.08637200 0.03977300 0.00995300 0.00811600 0.00782200 0.00358300	13.1688273379718	92.561872909699	2020-06-15	ClusterC
SRR19178338.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9778299999900322), ('Other', 0.022169999997159375)]	BA.2 B.1.1.161 B.1.1.237 B.42 B.1.1.111 B.1.1.71 B.47	0.97783000 0.00910500 0.00350100 0.00284600 0.00267800 0.00212400 0.00191600	13.4897055935755	92.561872909699	2020-06-16	ClusterA
SRR19178339.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.822949999994459), ('Other', 0.1372949999572616), ('Omicron', 0.039755000000607534)]	BA.2.23 BA.2.12.1 B.1.1.322 BA.2 XAC BA.2.3.16 B.1.1.161 miscBA1BA2Post13k B.1.1.197 B.1.1.141 B.1.195 B.1.14 B B.1.420	0.59406000 0.17048600 0.06791600 0.05840400 0.03975500 0.02903200 0.01188600 0.01011100 0.00458200 0.00399400 0.00316800 0.00230600 0.00230600 0.00199400	13.1683288303736	92.561872909699	2020-06-17	ClusterA
SRR19178340.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8127040000400385), ('Omicron', 0.09614199995823731), ('Other', 0.09062899996818546)]	BA.2 BA.2.12.1 XQ miscBA1BA2Pre4321 XL B.1.1.161 B.1.14 B B.1.1.310 XAM B.1.1.197 B.1.195 B.1.1.71 XAG	0.43664700 0.37605700 0.07503100 0.06519800 0.01956000 0.00647200 0.00394300 0.00394300 0.00324000 0.00204200 0.00200400 0.00194600 0.00184100 0.00155100	13.3073319325299	92.561872909699	2020-06-18	ClusterB
SRR19178341.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.979059999967644), ('Other', 0.01848699999649149), ('Omicron', 0.0015489999958328874)]	BA.2.23 BA.2.44 BA.2.9.2 BA.2.3.2 B.1.1.218 B.47 B.23 B.1.195 XAC B.1.439	0.69859800 0.17993400 0.07897600 0.02155200 0.00972700 0.00273100 0.00266700 0.00184300 0.00154900 0.00151900	11.8346193328276	92.561872909699	2020-06-19	ClusterA
SRR19178342.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8509319999961893), ('Other', 0.14862100000020317)]	BA.2 B.1.1.322 miscBA1BA2Post17k B.1.1.197 B.1.1.310 B.1.14 B B.47 B.1.1.71 B.1.420 B.1.1.41 B.1.1.161 B.1.1.33 B.1.1.162	0.85093200 0.08686500 0.02333500 0.00808700 0.00508700 0.00353000 0.00353000 0.00343000 0.00310600 0.00298300 0.00277900 0.00220200 0.00192000 0.00176700	13.4232285390616	92.561872909699	2020-06-20	ClusterB
SRR19178343.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9707069999976038), ('Other', 0.026489999997797282), ('Omicron', 0.002803000000037729)]	BA.2 B.1.1.398 B.1.1.161 B.1.14 B XAC B.1.1.71	0.97070700 0.00719300 0.00702400 0.00475200 0.00475200 0.00280300 0.00276900	11.5581214252861	92.561872909699	2020-06-21	ClusterB
SRR19178344.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.5884489998187648), ('Other', 0.411013999946507)]	miscBA1BA2Pre4321 BA.2 BA.2.12.1 B.6 B.1.1.161 B.23 B.1.1.71	0.39429500 0.38280400 0.20564500 0.00616000 0.00582100 0.00261600 0.00212200	11.3143450457766	92.561872909699	2020-06-22	ClusterC
SRR19178345.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8375869999933087), ('Other', 0.1624129999886998)]	BA.2.23 BA.2.44 BA.2.12.1 miscBA1BA2Post17k B.1.1.310 B.1.1.41 B.1.1.161 B.1.14 B BA.2.3.5 B.1.1.71 B.1.420 B.1.182	0.40983700 0.28530800 0.13835500 0.08905700 0.02385800 0.02164000 0.01356500 0.00419650 0.00419650 0.00408700 0.00246600 0.00213500 0.00129900	12.8520274744078	92.561872909699	2020-06-23	ClusterB
SRR19178346.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.8876219999911837), ('Other', 0.1123779999682851)]	BA.2 BA.2.3.2 miscBA1BA2Pre4321 BA.2.12.1 B.6 B.1.1.161 B.1.1.141 B.1.195 B.1.1.71	0.71077500 0.12857100 0.08506400 0.04827600 0.00974000 0.00551500 0.00503300 0.00424200 0.00278400	13.737946618215	92.561872909699	2020-06-24	ClusterB
SRR19178347.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9207789999732979), ('Other', 0.07922099999087658)]	BA.2 BA.2.12.1 miscBA1BA2Pre4321 B.1.1.161 B.47 B.11 B.1.1.141	0.79437500 0.12640400 0.06255400 0.01038500 0.00278800 0.00185600 0.00163800	11.0220918479492	92.561872909699	2020-06-25	ClusterC
SRR19178348.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.582525999919561), ('Other', 0.4174739997808218)]	BA.2 miscBA1BA2Pre4321 BA.2.3.17 miscBA1BA2Post5386 B.1.1.322 B.6 B.1.1.161 B.1.1.118 B.1.439 B.1.1.141	0.58252600 0.17999200 0.13615000 0.06802600 0.00861700 0.00830700 0.00780200 0.00500200 0.00181800 0.00176000	12.7889618288052	92.561872909699	2020-06-26	ClusterA
SRR19178349.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.7756679999923403), ('Other', 0.1991879999730671), ('Omicron', 0.025000000001452086)]	BA.2 miscBA1BA2Pre4321 miscBA1BA2Post17k XAC BA.2.12.1 B.1.1.317 B.1.1.17 B.1.1.161 B.23 B.47 B.1.1.71 B.1.1.367 B.1.1 B.1.1.33	0.75825300 0.10095500 0.04708100 0.02500000 0.01741500 0.01515700 0.01320400 0.00580400 0.00312200 0.00299700 0.00287100 0.00285300 0.00285300 0.00229100	13.1407286889825	92.561872909699	2020-06-27	ClusterA
SRR19178350.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.648073999976233), ('Other', 0.19550699997905624), ('Omicron', 0.15502599998168248)]	BA.2 BA.2.3.2 XQ BA.2.3.17 BA.2.12.1 BA.1 B.1.1.322 B.1.1.309 B.59 miscBA1BA2Post13k miscBA1BA2Pre4321 B.6 B.1.1.161 B.1.1.71 B.1.195 XAU	0.35327500 0.22293000 0.11741500 0.08299600 0.07186900 0.03761100 0.03451100 0.01748300 0.01697100 0.01149900 0.01023000 0.00924400 0.00714000 0.00261800 0.00145600 0.00135900	13.5778594518913	92.561872909699	2020-06-28	ClusterB
SRR19179113.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9766609999765842), ('Other', 0.021027999996028106), ('Omicron', 0.0020089999984616554)]	BA.2 BA.2.41 B.1.1.161 B.45 B.1.195 B.1.14 B XQ	0.92857800 0.04808300 0.00582100 0.00471500 0.00415500 0.00316850 0.00316850 0.00200900	13.4173930999161	92.561872909699	2020-06-29	ClusterA
SRR19179114.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9810329999956343), ('Other', 0.01784599998524246)]	BA.2.23 BA.2.44 BA.2.12.1 B.1.1.161 B.47 B.11	0.55848800 0.23776200 0.18478300 0.00876400 0.00567900 0.00340300	11.8981997777373	92.561872909699	2020-06-30	ClusterC
SRR19179115.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9412619999982378), ('Other', 0.04356799999649987), ('Omicron', 0.015169999997531386)]	BA.2.23 BA.2.12.1 BA.2.1 BA.2.44 BA.2.3 XAC B.1.1.161 B.1.1.398 B.11 P.7 B.1.1.71 B.1.1.33 B.1.545 B.1.420 B.5	0.28976500 0.26499300 0.19367600 0.16207500 0.03075300 0.01517000 0.01033400 0.00764300 0.00708400 0.00690600 0.00340600 0.00225000 0.00215300 0.00205300 0.00173900	12.5573212555769	92.561872909699	2020-07-01	ClusterB
SRR19179116.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9750209999965028), ('Other', 0.023987999976824402)]	BA.2.23 BA.2.12.1 B.1.1.161 B.11 B.23 B.1.420	0.80937700 0.16564400 0.01085000 0.00913800 0.00224900 0.00175100	10.7393135809831	92.561872909699	2020-07-02	ClusterB
SRR19179117.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.6068989997847132), ('Omicron', 0.23076800001459907), ('Other', 0.16233299948684063)]	BA.2 B.1.1.529 miscBA1BA2Post5386 B.1.1.367 B.1.1 miscBA1BA2Post17k B.1.14 B B.1.1.161 B.1.1.33 B.1.1.17 B.1.1.83	0.60689900 0.23076800 0.05628400 0.03343750 0.03343750 0.01923200 0.00588250 0.00588250 0.00346700 0.00199300 0.00149300 0.00122400	13.8537399059177	92.561872909699	2020-07-03	ClusterA
SRR19179118.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9757369999999883), ('Other', 0.023616999995976686)]	BA.2.12.1 BA.2.23 B.6 B.1.1.161 B.1.439 B.1.420 B.1.195	0.63739800 0.33833900 0.01002300 0.00717300 0.00246000 0.00231900 0.00164200	12.1146974612944	92.561872909699	2020-07-04	ClusterC
SRR19179119.fastq	[('Other', 0.9999999997710229)]	B.1.1.367 B.1.1 B.1.1.161 B.1.1.71 B.1.14 B B.1.195 B.1.1.83	0.48470850 0.48470850 0.00930400 0.00702200 0.00476000 0.00476000 0.00316500 0.00157200	15.5601464655896	92.561872909699	2020-07-05	ClusterC
SRR19179120.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.7954319999987711), ('Other', 0.2045679999933701)]	BA.2 BA.2.12.1 BA.4.8 B.1.1.45 B.1.1.161 B.1.143 B.11 B.1.1.256 XAJ B.1.1.141 B.5 B.1.1.33 B.1.1.83 B.1.1.237	0.58114600 0.21428600 0.10757000 0.05654900 0.00891700 0.00716900 0.00653000 0.00616900 0.00307500 0.00296500 0.00155800 0.00151500 0.00146300 0.00108800	14.4736017430823	92.561872909699	2020-07-06	ClusterB
SRR19179121.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9716049999940127), ('Other', 0.028395000042070056)]	BA.2.23 BA.2.12.1 BA.2 B.1 B.1.14 B B.1.195 B.1.439	0.51046700 0.40620000 0.05493800 0.01276500 0.00495150 0.00495150 0.00316400 0.00256300	12.3413798336621	92.561872909699	2020-07-07	ClusterC
SRR19179122.fastq	[('BA.2* [Omicron (BA.2.X)]', 0.9634899999033204), ('Other', 0.03650999992143823)]	BA.2.23 BA.2.1 B.1.1.83 B.1.1.161 B.11 B.1.220	0.58865000 0.37484000 0.01327500 0.01023800 0.01018100 0.00281600	14.2897414084117	92.561872909699	2020-07-08	ClusterA
